2025-07-23 14:16:50.041943 [INFO] class_ch341.py -                 init(71): 运行在开发环境中。尝试从脚本目录相对路径加载库: /home/tars/Tashan/lib/ch341/CH341PAR_LINUX/lib/x64/dynamic/libch347.so
2025-07-23 14:16:51.206837 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.206855 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.271963 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.272060 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343500, 3211360, 3451076, 3317228, 3172572, 3144096, 3240582, 3253900, 3156358, 3223878, 3499968, 3365260, 3240052, 3444424, 3928422, 8256242]
2025-07-23 14:16:51.272088 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.272110 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.272128 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.272146 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.272164 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.272183 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.272202 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.272220 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.337542 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.337645 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343500, 3211360, 3451304, 3317114, 3173178, 3146068, 3239938, 3255188, 3156358, 3225812, 3500232, 3364122, 3240090, 3444842, 3928686, 8255142]
2025-07-23 14:16:51.337673 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.337693 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.337711 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.337729 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.337747 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.337764 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.337782 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.337800 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.403007 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.403111 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3342020, 3210564, 3450848, 3315902, 3170220, 3144932, 3240242, 3255188, 3157042, 3226002, 3499474, 3364122, 3241568, 3445562, 3928686, 8257000]
2025-07-23 14:16:51.403139 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.403160 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.403186 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.403206 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.403225 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.403243 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.403261 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.403279 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.452793 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.452870 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3341792, 3210564, 3449672, 3314916, 3169082, 3143148, 3240242, 3255682, 3155752, 3224410, 3499398, 3365600, 3240468, 3441770, 3927512, 8254496]
2025-07-23 14:16:51.452914 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.452935 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.452954 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.452973 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.452991 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.453009 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.453028 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.453046 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.518283 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.518390 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343538, 3210260, 3449862, 3317304, 3172838, 3145424, 3240242, 3255076, 3156662, 3224902, 3500006, 3365752, 3241986, 3443970, 3927814, 8255218]
2025-07-23 14:16:51.518430 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.518450 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.518469 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.518488 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.518507 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.518526 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.518544 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.518567 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.584715 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.584962 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3342476, 3210148, 3449862, 3317304, 3172534, 3145424, 3242896, 3256024, 3156776, 3226116, 3499246, 3365638, 3241568, 3444236, 3930318, 8254232]
2025-07-23 14:16:51.585002 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.585026 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.585046 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.585066 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.585085 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.585104 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.585123 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.585141 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.630228 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.630326 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3341906, 3210072, 3450090, 3316432, 3169652, 3142732, 3239710, 3254772, 3154728, 3224940, 3498450, 3363856, 3241568, 3444236, 3930318, 8254232]
2025-07-23 14:16:51.630354 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.630376 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.630395 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.630415 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.630434 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.630452 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.630471 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.630489 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.675680 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.675774 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343500, 3211930, 3451152, 3316660, 3172534, 3146334, 3242630, 3256024, 3156776, 3226116, 3499246, 3363364, 3241530, 3444350, 3930810, 8254232]
2025-07-23 14:16:51.675800 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.675821 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.675841 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.675860 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.675879 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.675898 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.675916 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.675936 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.741024 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.741100 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344410, 3212044, 3451266, 3317342, 3171738, 3142732, 3240242, 3255188, 3152946, 3222816, 3499284, 3365752, 3241342, 3444956, 3929786, 8256392]
2025-07-23 14:16:51.741126 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.741146 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.741165 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.741184 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.741202 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.741220 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.741238 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.741256 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.786394 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.786480 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344410, 3211702, 3451152, 3316926, 3168780, 3142732, 3240242, 3253064, 3153400, 3222892, 3499284, 3365752, 3241152, 3444424, 3929786, 8256392]
2025-07-23 14:16:51.786506 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.786527 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.786546 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.786564 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.786583 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.786600 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.786625 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.786643 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.851968 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.852086 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344030, 3212232, 3451190, 3316318, 3168968, 3143566, 3241530, 3256100, 3155904, 3225812, 3500044, 3365336, 3241720, 3444538, 3928952, 8257682]
2025-07-23 14:16:51.852116 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.852138 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.852157 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.852176 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.852195 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.852214 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.852232 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.852250 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.917634 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.917740 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343652, 3210564, 3450090, 3316014, 3169386, 3143566, 3240772, 3255150, 3157080, 3226760, 3500460, 3365676, 3241720, 3443022, 3929748, 8255710]
2025-07-23 14:16:51.917773 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.917794 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.917813 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.917833 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.917852 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.917870 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.917889 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.917908 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:51.982959 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:51.983062 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3343652, 3210564, 3450090, 3316014, 3171966, 3146866, 3242668, 3258110, 3155334, 3224902, 3500422, 3364198, 3241114, 3444994, 3927890, 8253472]
2025-07-23 14:16:51.983089 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:51.983110 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:51.983130 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:51.983149 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:51.983167 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:51.983185 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:51.983204 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:51.983222 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:52.048308 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:52.048414 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3344068, 3212196, 3449256, 3315976, 3170030, 3144438, 3241266, 3256668, 3155790, 3225358, 3500422, 3363970, 3241114, 3445412, 3927890, 8254876]
2025-07-23 14:16:52.048456 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:52.048484 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:52.048536 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:52.048575 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:52.048600 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:52.048625 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:52.048651 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:52.048676 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:52.094297 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:52.094428 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3342476, 3209654, 3449218, 3315180, 3170030, 3144438, 3241266, 3255378, 3156624, 3225358, 3498336, 3362302, 3239900, 3442604, 3927284, 8254876]
2025-07-23 14:16:52.094467 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:52.094493 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:52.094520 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:52.094546 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:52.094573 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:52.094598 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:52.094625 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
2025-07-23 14:16:52.094650 [INFO] test.py -                 fingerReadHandle(23): mProxCapData = [0]
2025-07-23 14:16:52.159725 [INFO] test.py -                 fingerReadHandle(16): index=0
2025-07-23 14:16:52.159992 [INFO] test.py -                 fingerReadHandle(17): capChannelDat=[3342702, 3212196, 3450090, 3317532, 3170790, 3144476, 3241758, 3256288, 3156396, 3226002, 3499816, 3365448, 3240962, 3445676, 3929484, 8257038]
2025-07-23 14:16:52.160070 [INFO] test.py -                 fingerReadHandle(19): nf[0] = 0.0
2025-07-23 14:16:52.160096 [INFO] test.py -                 fingerReadHandle(20): tf[0] = 0.0
2025-07-23 14:16:52.160126 [INFO] test.py -                 fingerReadHandle(21): tfDir[0] = 65535
2025-07-23 14:16:52.160146 [INFO] test.py -                 fingerReadHandle(19): nf[1] = 0.0
2025-07-23 14:16:52.160166 [INFO] test.py -                 fingerReadHandle(20): tf[1] = 0.0
2025-07-23 14:16:52.160194 [INFO] test.py -                 fingerReadHandle(21): tfDir[1] = 65535
2025-07-23 14:16:52.160213 [INFO] test.py -                 fingerReadHandle(22): sProxCapData = [0, 0]
